* Top 60,000 lemmas, with word forms for each lemma
* This sample data is taken from the one billion word Corpus of Contemporary American English (COCA)
(www.english-corpora.org/coca), which is the only corpus of English that is large, up-to-date, and is based on a wide range of genres.
* For complete word frequency data from COCA, please see https://www.wordfrequency.info
* For instructions on using this file in Excel, see https://www.wordfrequency.info/freqTxtToExcel.pdf
* For an explanation of the columns below, see https://www.wordfrequency.info/files.asp
----- Before converting file to Excel, remove the first eight lines, with the first line being the one starting with "rank"

lemRank	lemma	PoS	lemFreq	wordFreq	word
46755	cozily	r	102	102	cozily
46765	clench	n	102	102	clench
46775	Manhattanite	n	102	58	manhattanites
46775	Manhattanite	n	102	44	manhattanite
46785	ceteris	r	102	102	ceteris
46795	three-hundred	m	102	102	three-hundred
46805	wiggly	r	102	102	wiggly
46815	squawking	n	102	102	squawking
46825	foot-dragging	n	102	102	foot-dragging
46835	syrah	n	102	102	syrah
46845	tucker	v	101	101	tuckered
46855	spheroid	n	101	65	spheroid
46855	spheroid	n	101	36	spheroids
46865	shiksa	n	101	90	shiksa
46865	shiksa	n	101	11	shiksas
46875	tenderfoot	n	101	101	tenderfoot
46885	thirty-two-year-old	j	101	101	thirty-two-year-old
46895	non-person	n	101	45	non-person
46895	non-person	n	101	36	nonperson
46895	non-person	n	101	20	non-persons
46905	atlatl	n	101	85	atlatl
46905	atlatl	n	101	16	atlatls
46915	skiwear	n	101	101	skiwear
46925	aerodynamically	r	101	101	aerodynamically
46935	obsessional	j	101	101	obsessional
46945	rummage	n	101	101	rummage
46955	rainout	n	101	58	rainout
46955	rainout	n	101	29	rainouts
46955	rainout	n	101	14	rain-out
46965	succotash	n	101	101	succotash
46975	problematically	r	101	101	problematically
46985	fat-soluble	j	101	101	fat-soluble
46995	congruity	n	100	100	congruity
47005	realizable	j	100	100	realizable
47015	micropayment	n	100	83	micropayments
47015	micropayment	n	100	17	micropayment
47025	phase-in	n	100	100	phase-in
47035	offside	n	100	100	offsides
47045	colliding	j	100	100	colliding
47055	music-making	j	100	100	music-making
47065	moonshiner	n	100	66	moonshiners
47065	moonshiner	n	100	34	moonshiner
47075	punctilious	j	100	100	punctilious
47085	jessamine	n	100	100	jessamine
47095	intellective	j	100	100	intellective
47105	lancet	n	100	68	lancet
47105	lancet	n	100	32	lancets
47115	grisaille	n	100	100	grisaille
47125	seamanship	n	100	100	seamanship
47135	superstate	n	100	58	superstate
47135	superstate	n	100	24	superstates
47135	superstate	n	100	18	super-state
47145	incommunicado	r	100	100	incommunicado
47155	trudge	n	100	99	trudge
47165	tubercular	j	99	99	tubercular
47175	frogman	n	99	50	frogmen
47175	frogman	n	99	49	frogman
47185	foundering	j	99	99	foundering
47195	sex-crazed	j	99	99	sex-crazed
47205	leftmost	j	99	99	leftmost
47215	husting	n	99	99	hustings
47225	nonbiased	j	99	70	non-biased
47225	nonbiased	j	99	29	nonbiased
47235	punch-card	j	99	99	punch-card
47245	male-oriented	j	99	99	male-oriented
47255	skewered	j	99	99	skewered
47265	overclocking	n	99	99	overclocking
47275	risk-adjusted	j	99	99	risk-adjusted
47285	Russian-american	j	99	99	russian-american
47295	bola	n	99	78	bola
47295	bola	n	99	21	bolas
47305	power-sharing	n	99	99	power-sharing
47315	per-person	j	99	99	per-person
47325	fifty-year	j	98	98	fifty-year
47335	plum-colored	j	98	98	plum-colored
47345	snorkeler	n	98	77	snorkelers
47345	snorkeler	n	98	21	snorkeler
47355	potentiation	n	98	98	potentiation
47365	bounteous	j	98	98	bounteous
47375	dosa	n	98	59	dosa
47375	dosa	n	98	39	dosas
47385	crabber	n	98	66	crabbers
47385	crabber	n	98	32	crabber
47395	pagination	n	98	98	pagination
47405	naff	j	98	98	naff
47415	anti-hiv	j	98	98	anti-hiv
47425	better-quality	j	98	98	better-quality
47435	hypercompetitive	j	98	55	hypercompetitive
47435	hypercompetitive	j	98	43	hyper-competitive
47445	hoo-ah	u	98	98	hoo-ah
47455	gracilis	n	98	98	gracilis
47465	spay	n	98	98	spay
47475	industry-funded	j	98	98	industry-funded
47485	heeler	n	97	67	heeler
47485	heeler	n	97	30	heelers
47495	spangle	n	97	73	spangles
47495	spangle	n	97	24	spangle
47505	serious-minded	j	97	97	serious-minded
47515	taping	j	97	97	taping
47525	untranslatable	j	97	97	untranslatable
47535	jiu-jitsu	n	97	97	jiu-jitsu
47545	chaff	v	97	42	chaff
47545	chaff	v	97	35	chaffing
47545	chaff	v	97	20	chaffed
47555	aphrodisiac	j	97	97	aphrodisiac
47565	all-over	j	97	97	all-over
47575	choirmaster	n	97	85	choirmaster
47575	choirmaster	n	97	12	choirmasters
47585	butted	j	97	97	butted
47595	burrowing	j	97	97	burrowing
47605	exfoliator	n	97	63	exfoliator
47605	exfoliator	n	97	34	exfoliators
47615	evasiveness	n	97	97	evasiveness
47625	popped	j	97	97	popped
47635	faro	n	96	96	faro
47645	delish	j	96	96	delish
47655	community-college	j	96	96	community-college
47665	extrication	n	96	96	extrication
47675	nettlesome	j	96	96	nettlesome
47685	dorsum	n	96	96	dorsum
47695	cryopreservation	n	96	96	cryopreservation
47705	Ojibway	n	96	96	ojibway
47715	absorbent	n	96	82	absorbent
47715	absorbent	n	96	14	absorbents
47725	manfully	r	96	96	manfully
47735	maze-like	j	96	49	mazelike
47735	maze-like	j	96	47	maze-like
47745	unframed	j	96	96	unframed
47755	intaglio	n	96	88	intaglio
47755	intaglio	n	96	8	intaglios
47765	Guyanese	j	96	96	guyanese
47775	stalking	j	96	96	stalking
47785	frilled	j	96	96	frilled
47795	transmissibility	n	96	96	transmissibility
47805	two-stroke	n	95	65	two-stroke
47805	two-stroke	n	95	30	two-strokes
47815	indentor	n	95	95	indentor
47825	soul-crushing	j	95	95	soul-crushing
47835	wander	n	95	91	wander
47845	lawbreaking	j	95	95	lawbreaking
47855	idiosyncracy	n	95	76	idiosyncracies
47855	idiosyncracy	n	95	19	idiosyncracy
47865	bingeing	n	95	95	bingeing
47875	master-planned	j	95	95	master-planned
47885	side-dish	j	95	95	side-dish
47895	administering	j	95	95	administering
47905	nuclear-power	j	95	95	nuclear-power
47915	downhiller	n	95	48	downhiller
47915	downhiller	n	95	47	downhillers
47925	Navaho	n	95	95	navaho
47935	streusel	n	95	95	streusel
47945	concensus	n	95	95	concensus
47955	propylene	n	95	95	propylene
47965	farm-fresh	j	94	94	farm-fresh
47975	consensually	r	94	94	consensually
47985	eclipsing	j	94	94	eclipsing
47995	busing	j	94	94	busing
48005	personal-injury	j	94	94	personal-injury
48015	chintzy	j	94	94	chintzy
48025	corroborative	j	94	94	corroborative
48035	ginning	n	94	94	ginning
48045	nailed	j	94	94	nailed
48055	zither	n	94	94	zither
48065	undernutrition	n	94	94	undernutrition
48075	thermophilic	j	94	94	thermophilic
48085	liberal-minded	j	94	94	liberal-minded
48095	electric-car	j	94	94	electric-car
48105	sphericity	n	94	94	sphericity
48115	remodeler	n	94	54	remodelers
48115	remodeler	n	94	40	remodeler
48125	keratinocyte	n	94	64	keratinocytes
48125	keratinocyte	n	94	30	keratinocyte
48135	kneepad	n	93	82	kneepads
48135	kneepad	n	93	11	kneepad
48145	Southern-style	j	93	93	southern-style
48155	eight-time	j	93	93	eight-time
48165	watersport	n	93	84	watersports
48165	watersport	n	93	9	watersport
48175	tastebud	n	93	89	tastebuds
48185	interoffice	j	93	93	interoffice
48195	biopsy	v	93	83	biopsied
48195	biopsy	v	93	10	biopsying
48205	aw-shucks	u	93	93	aw-shucks
48215	myoelectric	j	93	93	myoelectric
48225	co-researcher	n	93	72	co-researchers
48225	co-researcher	n	93	21	co-researcher
48235	crackling	n	93	93	crackling
48245	nine-year-old	n	93	93	nine-year-olds
48255	dropping	j	93	93	dropping
48265	soldierly	j	93	93	soldierly
48275	depressurize	v	93	51	depressurize
48275	depressurize	v	93	42	depressurized
48285	scrubbed	j	92	92	scrubbed
48295	slashing	j	92	92	slashing
48305	presentiment	n	92	84	presentiment
48305	presentiment	n	92	8	presentiments
48315	doggedness	n	92	92	doggedness
48325	clarified	j	92	92	clarified
48335	coalfield	n	92	66	coalfields
48335	coalfield	n	92	26	coalfield
48345	ah-hah	u	92	92	ah-hah
48355	arthralgia	n	92	92	arthralgia
48365	puffery	n	92	92	puffery
48375	hypogonadism	n	92	92	hypogonadism
48385	instinctually	r	92	92	instinctually
48395	laboratory-confirmed	j	92	92	laboratory-confirmed
48405	harrow	n	92	65	harrow
48405	harrow	n	92	27	harrows
48415	second-home	j	92	92	second-home
48425	squeaking	n	92	92	squeaking
48435	renderer	n	92	56	renderer
48435	renderer	n	92	36	renderers
48445	high-mileage	j	92	92	high-mileage
48455	translocate	v	91	48	translocated
48455	translocate	v	91	25	translocate
48455	translocate	v	91	11	translocating
48455	translocate	v	91	7	translocates
48465	symbolization	n	91	91	symbolization
48475	sepia-toned	j	91	91	sepia-toned
48485	hard-copy	j	91	91	hard-copy
48495	huggy	j	91	91	huggy
48505	unrewarded	j	91	91	unrewarded
48515	noncom	n	91	46	noncom
48515	noncom	n	91	30	noncoms
48515	noncom	n	91	15	non-com
48525	axel	n	91	68	axel
48525	axel	n	91	23	axels
48535	mycologist	n	91	46	mycologist
48535	mycologist	n	91	45	mycologists
48545	coffee-colored	j	91	91	coffee-colored
48555	reshuffling	n	91	91	reshuffling
48565	dreadlocked	j	91	91	dreadlocked
48575	blood-spattered	j	91	91	blood-spattered
48585	stupefied	j	91	91	stupefied
48595	social-ecological	j	91	91	social-ecological
48605	denatured	j	91	91	denatured
48615	dazzler	n	90	66	dazzler
48615	dazzler	n	90	24	dazzlers
48625	particularist	n	90	71	particularist
48625	particularist	n	90	19	particularists
48635	easy-to-make	j	90	90	easy-to-make
48645	dramaturgy	n	90	90	dramaturgy
48655	oligodendrocyte	n	90	57	oligodendrocytes
48655	oligodendrocyte	n	90	33	oligodendrocyte
48665	otolaryngologic	j	90	90	otolaryngologic
48675	age-matched	j	90	90	age-matched
48685	manumission	n	90	90	manumission
48695	channeled	j	90	90	channeled
48705	non-story	n	90	90	non-story
48715	Jamesian	j	90	90	jamesian
48725	honoring	n	90	90	honoring
48735	ventilatory	j	90	90	ventilatory
48745	shock-absorbing	j	90	90	shock-absorbing
48755	squelching	n	90	90	squelching
48765	supermom	n	90	90	supermom
48775	toff	n	90	51	toff
48775	toff	n	90	39	toffs
48785	headstart	n	90	90	headstart
48795	health-promoting	j	89	89	health-promoting
48805	sunchoke	n	89	69	sunchokes
48805	sunchoke	n	89	20	sunchoke
48815	stimulatory	j	89	89	stimulatory
48825	harissa	n	89	89	harissa
48835	layabout	n	89	53	layabouts
48835	layabout	n	89	36	layabout
48845	tie-down	n	89	38	tie-downs
48845	tie-down	n	89	24	tie-down
48845	tie-down	n	89	15	tiedown
48845	tie-down	n	89	12	tiedowns
48855	underbar	n	89	89	underbar
48865	race-baiting	j	89	89	race-baiting
48875	monstrance	n	89	89	monstrance
48885	muncher	n	89	46	munchers
48885	muncher	n	89	43	muncher
48895	sigmoidoscopy	n	89	89	sigmoidoscopy
48905	Okinawan	j	89	89	okinawan
48915	carbon-neutral	j	89	89	carbon-neutral
48925	brush-off	n	89	89	brush-off
48935	raptly	r	89	89	raptly
48945	earned-run	j	89	89	earned-run
48955	smeary	j	89	89	smeary
48965	devourer	n	89	78	devourer
48965	devourer	n	89	11	devourers
48975	fertiliser	n	89	65	fertiliser
48975	fertiliser	n	89	24	fertilisers
48985	denial-of-service	j	88	88	denial-of-service
48995	subtopic	n	88	88	subtopics
49005	bluejay	n	88	62	bluejays
49005	bluejay	n	88	26	bluejay
49015	ribboned	j	88	88	ribboned
49025	city-dweller	n	88	75	city-dwellers
49025	city-dweller	n	88	13	city-dweller
49035	above-normal	j	88	88	above-normal
49045	alehouse	n	88	63	alehouse
49045	alehouse	n	88	25	alehouses
49055	anoxia	n	88	88	anoxia
49065	putrefy	v	88	37	putrefying
49065	putrefy	v	88	36	putrefy
49065	putrefy	v	88	15	putrefied
49075	unhealed	j	88	88	unhealed
49085	interprofessional	j	88	88	interprofessional
49095	haply	r	88	88	haply
49105	self-transformation	n	88	88	self-transformation
49115	fogy	n	88	63	fogies
49115	fogy	n	88	25	fogy
49125	imponderable	j	88	88	imponderable
49135	two-channel	j	88	88	two-channel
49145	toxic-waste	j	87	87	toxic-waste
49155	general-election	j	87	87	general-election
49165	spasmodically	r	87	87	spasmodically
49175	eight-story	j	87	87	eight-story
49185	gulley	n	87	72	gulley
49185	gulley	n	87	15	gulleys
49195	life-force	n	87	72	life-force
49195	life-force	n	87	15	lifeforce
49205	whacked-out	j	87	87	whacked-out
49215	immunosorbent	j	87	87	immunosorbent
49225	benefit-cost	j	87	87	benefit-cost
49235	melodically	r	87	87	melodically
49245	motorman	n	87	87	motorman
49255	multipart	j	87	87	multipart
49265	oysterman	n	87	74	oystermen
49265	oysterman	n	87	13	oysterman
49275	cross-examination	j	87	87	cross-examination
49285	pitter-patter	n	87	87	pitter-patter
49295	bugbear	n	87	67	bugbear
49295	bugbear	n	87	20	bugbears
49305	styled	j	87	87	styled
49315	essay	v	87	63	essayed
49315	essay	v	87	13	essay
49315	essay	v	87	11	essaying
49325	deontological	j	87	87	deontological
49335	satrap	n	86	44	satraps
49335	satrap	n	86	42	satrap
49345	plugged	j	86	86	plugged
49355	ever-higher	j	86	86	ever-higher
49365	dystopic	j	86	86	dystopic
49375	receipt	i	86	86	receipt
49385	rockslide	n	86	61	rockslide
49385	rockslide	n	86	25	rockslides
49395	pervading	j	86	86	pervading
49405	revolving-door	j	86	86	revolving-door
49415	overtreatment	n	86	86	overtreatment
49425	six-footer	n	86	58	six-footer
49425	six-footer	n	86	28	six-footers
49435	mycobacteria	n	86	86	mycobacteria
49445	cationic	j	86	86	cationic
49455	illogically	r	86	86	illogically
49465	tax-supported	j	86	86	tax-supported
49475	whiz-bang	j	86	86	whiz-bang
49485	hand-wringing	j	86	86	hand-wringing
49495	stay-at-home	n	86	62	stay-at-home
49495	stay-at-home	n	86	24	stay-at-homes
49505	surface-to-surface	j	86	86	surface-to-surface
49515	yelling	j	86	86	yelling
49525	two-block	j	86	86	two-block
49535	incommunicado	j	85	85	incommunicado
49545	forewarning	n	85	62	forewarning
49545	forewarning	n	85	23	forewarnings
49555	endogamous	j	85	85	endogamous
49565	weak-willed	j	85	85	weak-willed
49575	huffing	n	85	85	huffing
49585	image-processing	j	85	85	image-processing
49595	ragamuffin	n	85	60	ragamuffin
49595	ragamuffin	n	85	25	ragamuffins
49605	zipped	j	85	85	zipped
49615	locavore	n	85	85	locavore
49625	co-curricular	j	85	60	co-curricular
49625	co-curricular	j	85	25	cocurricular
49635	chomp	n	85	85	chomp
49645	downforce	n	85	85	downforce
49655	neodymium	n	85	85	neodymium
49665	ecophysiological	j	85	85	ecophysiological
49675	parthenogenesis	n	85	85	parthenogenesis
49685	sealable	j	85	85	sealable
49695	deviousness	n	84	84	deviousness
49705	storytelling	j	84	84	storytelling
49715	pre-crisis	j	84	84	pre-crisis
49725	nine-week	j	84	84	nine-week
49735	carob	n	84	83	carob
49745	obliviously	r	84	84	obliviously
49755	coevolutionary	j	84	43	coevolutionary
49755	coevolutionary	j	84	41	co-evolutionary
49765	muzak	n	84	84	muzak
49775	back-in	n	84	71	backin
49775	back-in	n	84	13	back-in
49785	unconcern	n	84	84	unconcern
49795	unresponsiveness	n	84	84	unresponsiveness
49805	terrorized	j	84	84	terrorized
49815	license-plate	j	84	84	license-plate
49825	self-focused	j	84	84	self-focused
49835	fratricidal	j	84	84	fratricidal
49845	trailblaze	v	84	78	trailblazing
49845	trailblaze	v	84	6	trailblaze
49855	troopship	n	83	63	troopship
49855	troopship	n	83	20	troopships
49865	Tony-winning	j	83	83	tony-winning
49875	Sunday-school	j	83	83	sunday-school
49885	fired-up	j	83	83	fired-up
49895	self-ownership	n	83	83	self-ownership
49905	war-making	j	83	70	war-making
49905	war-making	j	83	13	warmaking
49915	tender-hearted	j	83	50	tender-hearted
49915	tender-hearted	j	83	33	tenderhearted
49925	thudding	n	83	83	thudding
49935	nonnarrative	j	83	42	non-narrative
49935	nonnarrative	j	83	41	nonnarrative
49945	caudate	n	83	83	caudate
49955	barberry	n	83	83	barberry
49965	ague	n	83	78	ague
49965	ague	n	83	5	agues
49975	paper-making	j	83	55	paper-making
49975	paper-making	j	83	28	papermaking
49985	on-ice	j	83	83	on-ice
49995	Campion	n	83	78	campion
50005	bricolage	n	83	83	bricolage
50015	bloggy	j	83	83	bloggy
50025	suck-up	n	83	83	suck-up
50035	pectoralis	n	83	83	pectoralis
50045	pro-british	j	83	83	pro-british
50055	fashion-conscious	j	82	82	fashion-conscious
50065	plasmacytoma	n	82	65	plasmacytoma
50065	plasmacytoma	n	82	17	plasmacytomas
50075	stop-and-frisk	j	82	82	stop-and-frisk
50085	blue-sky	j	82	82	blue-sky
50095	brashly	r	82	82	brashly
50105	role-model	n	82	63	role-model
50105	role-model	n	82	19	role-models
50115	off-axis	j	82	82	off-axis
50125	open-world	j	82	82	open-world
50135	albinism	n	82	82	albinism
50145	beery	j	82	82	beery
50155	zig-zag	j	82	82	zig-zag
50165	unblinkingly	r	82	82	unblinkingly
50175	ticked	j	82	82	ticked
50185	homogeneously	r	82	82	homogeneously
50195	weak-minded	j	82	82	weak-minded
50205	seven-night	j	82	82	seven-night
50215	enduringly	r	82	82	enduringly
50225	spiralling	j	82	82	spiralling
50235	indexer	n	82	47	indexer
50235	indexer	n	82	35	indexers
50245	twelve-step	j	82	82	twelve-step
50255	knowingness	n	81	81	knowingness
50265	suspicious-looking	j	81	81	suspicious-looking
50275	seat-of-the-pants	j	81	81	seat-of-the-pants
50285	self-gratification	n	81	81	self-gratification
50295	variegation	n	81	70	variegation
50295	variegation	n	81	11	variegations
50305	tarred	j	81	81	tarred
50315	unreturned	j	81	81	unreturned
50325	undrinkable	j	81	81	undrinkable
50335	non-motorized	j	81	49	non-motorized
50335	non-motorized	j	81	32	nonmotorized
50345	anger-management	j	81	81	anger-management
50355	asana	n	81	81	asana
50365	sipper	n	81	45	sipper
50365	sipper	n	81	36	sippers
50375	outthink	v	81	81	outthink
50385	on-target	j	81	81	on-target
50395	microwavable	j	81	81	microwavable
50405	neocortical	j	81	81	neocortical
50415	duelist	n	81	46	duelists
50415	duelist	n	81	35	duelist
50425	falling-down	j	81	81	falling-down
50435	commensurately	r	81	81	commensurately
50445	dashiki	n	81	56	dashiki
50445	dashiki	n	81	25	dashikis
50455	fine-scale	j	81	81	fine-scale
50465	dateless	j	80	80	dateless
50475	plenipotentiary	j	80	80	plenipotentiary
50485	sniveling	j	80	80	sniveling
50495	stripping	n	80	77	stripping
50505	disgorgement	n	80	80	disgorgement
50515	dollarization	n	80	80	dollarization
50525	cozy	v	80	80	cozied
50535	oafish	j	80	80	oafish
50545	outlined	j	80	80	outlined
50555	siltation	n	80	80	siltation
50565	loftily	r	80	80	loftily
50575	mustached	j	80	80	mustached
50585	zoster	n	80	80	zoster
50595	unbundled	j	80	80	unbundled
50605	hypomania	n	80	80	hypomania
50615	language-based	j	80	80	language-based
50625	hair-pulling	j	80	80	hair-pulling
50635	emplace	v	80	60	emplaced
50635	emplace	v	80	20	emplace
50645	spilling	n	80	80	spilling
50655	general-interest	j	80	80	general-interest
50665	tipple	n	80	69	tipple
50665	tipple	n	80	11	tipples
50675	trophoblast	n	79	79	trophoblast
50685	worrywart	n	79	52	worrywart
50685	worrywart	n	79	27	worrywarts
50695	gallerist	n	79	55	gallerist
50695	gallerist	n	79	24	gallerists
50705	still-warm	j	79	79	still-warm
50715	grayling	n	79	79	grayling
50725	vandalized	j	79	79	vandalized
50735	lawyer-client	j	79	79	lawyer-client
50745	interleave	v	79	48	interleaved
50745	interleave	v	79	17	interleaving
50745	interleave	v	79	14	interleave
50755	Iranian-american	j	79	79	iranian-american
50765	caucus-goer	n	79	77	caucus-goers
50775	moulding	n	79	61	moulding
50775	moulding	n	79	18	mouldings
50785	bean-curd	n	79	79	bean-curd
50795	low-priority	j	79	79	low-priority
50805	claw-like	j	79	47	clawlike
50805	claw-like	j	79	32	claw-like
50815	cross-checked	j	79	79	cross-checked
50825	double-checking	n	79	79	double-checking
50835	booby-trap	n	79	50	booby-trap
50835	booby-trap	n	79	29	booby-traps
50845	ectoplasm	n	79	79	ectoplasm
50855	eyeblink	n	79	58	eyeblink
50855	eyeblink	n	79	18	eye-blink
50865	euthyroid	j	79	79	euthyroid
50875	politically-motivated	j	79	79	politically-motivated
50885	fifth-ranked	j	79	79	fifth-ranked
50895	politesse	n	78	78	politesse
50905	deferral	j	78	78	deferral
50915	stroking	n	78	78	stroking
50925	dicker	v	78	53	dickering
